Role,Kind,Character,Profile,CaseId,DisplayName,Category,ExecutionMode,Status,Expected,Actual,Details
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","core3.runtime.bodypart_skill_access","부위별 스킬 접근 계약","Boundary","IsolatedRuntime","Pass","HEAD 전체 / 양팔 일반·결투 / LEGS 도사림","Policy + GetSelectableSkills 일치",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","core3.runtime.shared_bodypart_speed","동일 부위 다중 슬롯 공유 속도","Boundary","IsolatedRuntime","Pass","동일 BodyPart의 모든 ActionIndex는 같은 Speed","Part=HEAD, ConfigurePreserved=True, 10=>True, 13=>True, Final=13/13",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","core3.runtime.preparation_plan_cancel","도사림 계획·에너지 예약·취소","Preparation","IsolatedRuntime","Pass","START 전 계획만 등록·취소 가능·FORESIGHT 큐 실행","Skill=환형 · 백우, Part=LEGS, Add/Remove/ReAdd=True/True/True, Energy=3->3->3, Reserved=1->0, QueuePreparation=1",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","core3.runtime.preparation_replace","도사림 동일 슬롯 교체 계약","Preparation","IsolatedRuntime","Pass","도사림 교체는 동일 ActionSlot 수정 / 최종 예약만 유지","환형 · 백우->환형 · 적설, Slots=1, ActionId=1->1, Reserved=1/1, Energy=3->3",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","core3.runtime.unique_gauge","캐릭터 고유 게이지 계약","UI","IsolatedRuntime","Pass","고유 게이지 환형 / 0..1 / 표시값","Label=환형, Normalized=0.333, Value=Baeku",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","yujin.data.skill_coverage","유진 스킬 ID 전체 등록","Data","DataOnly","Pass","유진 고유 스킬 ID 12개 존재","12/12 등록",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","yujin.preparation.hwanhyeong_loadout_contract","환형 3종 기본 도사림 장착","Preparation","DataOnly","Pass","환형 3종 기본 장착 + 기존 도사림 후보 보존","Equipped=[yujin.preparation.hwanhyeong.baeku, yujin.preparation.hwanhyeong.jeokseol, yujin.preparation.hwanhyeong.nakil], CaptureCandidate=True, SentencingCandidate=True, Contracts=True",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","yujin.passive.mechanic_registration","유진 통합 메커닉 등록","Passive","IsolatedRuntime","Pass","YujinMechanic 생성·등록·Owner 연결","Registered",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","yujin.passive.hwanhyeong_flow","패시브 · 환형의 흐름","Passive","IsolatedRuntime","Pass","환형 완료 턴 기본 +1 + 패시브 +1","Queued=True, Stayed=True, Applied=True, SwitchTurnGain=2, NormalTurnGain=1, PassiveGain=1",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","yujin.passive.unlimited_weapon_switch","환형 빛 1·턴당 1회","Passive","IsolatedRuntime","Pass","환형 빛 1 소비·턴당 1회·다음 턴 적용","First=True/True, SameTurnSecond=False, FirstApplied=True, NextTurn=True/True, SecondApplied=True, Energy=3→2/3→2, Events=2","Baeku->Jeokseol, Jeokseol->Nakil"
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","yujin.passive.weapon_switch_before_action_only","환형 계획 중 예약 허용","Passive","IsolatedRuntime","Pass","계획 슬롯 배치 후에도 환형 예약 가능·다음 턴 적용","SelectedSlot=True/True, Energy=3→2, StayedCurrentTurn=True, AppliedNextTurn=True",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","yujin.passive.weapon_profiles","무기 프로필 수치","Data","DataOnly","Pass","백우 3/40%/12/4, 적설 2/30%/15/6, 낙일 1/25%/19/8","무기 프로필 일치",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","yujin.passive.sense_turn_start","살수의 감 턴 시작 획득","Passive","IsolatedRuntime","Pass","턴 시작 +1·자가 파괴 제외·적 파괴 +1","TurnStart=1, OwnBreak=1, EnemyBreak=2",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","yujin.duel.sense_reroll","살수의 감 자동 재굴림","Duel","IsolatedRuntime","Pass","행동별 감 사용 OFF/ON 선택","OffRequest=False, BeforeOn=1, OnRequest=True, Sense=0, Second=False",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","yujin.duel.nakil_remove_remaining_rolls","낙일 승리 시 상대 잔여 굴림 제거","Duel","IsolatedRuntime","Pass","낙일 교환 승리 시 상대 잔여 굴림만 0·일방/다른 무기 미적용","YujinFirst=2/0, YujinSecond=0/3, OneSide=2/4, Baeku=2/4",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","yujin.passive.mark_ignition_nakil","표식 44·낙일 발화","Passive","IsolatedRuntime","Pass","표식 43→44 발화, 표식 0, 낙일 약화","Mark=43→0, State=Weakened",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","generic.live.scene_binding@Yujin_MixedBattle","실전 Scene UI·전투 연결 · Yujin_MixedBattle","UI","LiveScene","Pass","실전 Roster 캐릭터와 전투 연결 정상","PLAYER · 유진 / 12개 스킬",""
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","live.autobattle.full_match@Yujin_MixedBattle","실전 스모크 전투 · Yujin_MixedBattle","Boundary","LiveScene","Pass","실제 Roster에 참가한 Character가 승률 자동계획 전투를 정상 종료하거나 검증용 5턴 구간을 완주","실전 스모크 구간 정상 완료 · 5턴","Outcome=TURN_BUDGET_COMPLETE
Turns=5
AnalysisTurnBudgetReached=True
BlockedDamageAttempts=25
MaxConsecutiveNoStateProgressTurns=0
WinRatePlanAttempts=5
SuccessfulWinRatePlans=5
FallbackPlanCount=0
PlannedActionCount=20
PlayerSkillUsage=3/12
UsedPlayerSkills=환형 · 적설<yujin.preparation.hwanhyeong.jeokseol>, 각인<yujin.duel.inscription>, 검분<yujin.normal.inspection>
ObservedParticipantSkills=유진:환형 · 적설<yujin.preparation.hwanhyeong.jeokseol>, 정예 몹:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>, 유진:각인<yujin.duel.inscription>, 훈련용 일반 적:달려들기<test_normal_lunge>, 유진:검분<yujin.normal.inspection>, 정예 몹:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>
RuntimeErrors=0
RuntimeWarnings=22
CriticalInvariants=0
RequestedTimeScale=30
ElapsedMilliseconds=46114
Participants=유진, 정예 몹, 훈련용 일반 적
WarningSamples=Warning: [VFX VALIDATION] Prefab 누락 / Definition=Olaf_Duel_BloodSplash_VFX @ UnityEngine.Debug:LogWarning (object,UnityEngine.Object)"
"PLAYABLE/CHARACTER","Yujin","유진","유진_Verification","live.autobattle.character_skill_observation@Yujin_MixedBattle","실전 Character 스킬 실행 관찰 · Yujin_MixedBattle","Boundary","LiveScene","Pass","플레이어/적 구분 없이 해당 Character가 실제 ActionStart를 최소 1회 발생","3개 고유 Skill ActionStart 관찰","Observed=유진:환형 · 적설<yujin.preparation.hwanhyeong.jeokseol>, 유진:각인<yujin.duel.inscription>, 유진:검분<yujin.normal.inspection>
모든 후보 스킬의 개별 계약은 Isolated skill coverage가 담당하고, 이 Case는 실제 CameraTest AI/행동 파이프라인에서 캐릭터가 행동했는지를 검증합니다."
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.manifest.closed_world","완전 커버리지 명세 폐쇄성","Data","DataOnly","Pass","모든 기능이 폐쇄형 검증 카탈로그에 등록됨","PASS / Skills=12, Effects=0","Skills=12
Effects=0
RequiredMechanics=HifumiMechanic"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.mechanics.forced_scenarios","패시브·메커닉 강제 시나리오","Passive","IsolatedRuntime","Pass","모든 필수 패시브 메커닉의 강제 이벤트 시나리오 통과","PASS / Mechanics=2",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.normal.bold_judgment","스킬 완전 시나리오: 과감한 판단","NormalAttack","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=3, Effects=0","Resource PASS: Energy 3->2, Prestige 100->100
Roll[0]=🎲 3·3·6 / Moku (+3)
Roll[1]=🎲 1·1·1 / Arashi (+18)
Roll[2]=🎲 5·1·3 / Blank (+1)
DamageTarget PASS: 125->124 / 히후미/HEAD"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.normal.small_change","스킬 완전 시나리오: 푼돈 걸기","NormalAttack","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=2, Effects=0","Resource PASS: Energy 3->3, Prestige 100->100
Roll[0]=🎲 3·3·6 / Moku (+3)
Roll[1]=🎲 1·1·1 / Arashi (+18)
DamageTarget PASS: 125->124 / 히후미/HEAD"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.duel.goldan","스킬 완전 시나리오: 골단(骨斷)","Duel","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=2, Effects=0","Resource PASS: Energy 3->2, Prestige 100->100
Roll[0]=🎲 3·3·6 / Moku (+3)
Roll[1]=🎲 1·1·1 / Arashi (+18)
DamageTarget PASS: 125->124 / 히후미/HEAD"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.duel.reckless_bet","스킬 완전 시나리오: 무모한 베팅","Duel","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=5, Effects=0","Resource PASS: Energy 3->1, Prestige 100->100
Roll[0]=🎲 3·3·6 / Moku (+3)
Roll[1]=🎲 1·1·1 / Arashi (+18)
Roll[2]=🎲 5·1·3 / Blank (+1)
Roll[3]=🎲 6·3·1 / Blank (+1)
Roll[4]=🎲 4·6·6 / Moku (+6)
DamageTarget PASS: 125->124 / 히후미/HEAD"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.duel.yukcham","스킬 완전 시나리오: 육참(肉斬)","Duel","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=4, Effects=0","Resource PASS: Energy 3->2, Prestige 100->100
Roll[0]=🎲 3·3·6 / Moku (+3)
Roll[1]=🎲 1·1·1 / Arashi (+18)
Roll[2]=🎲 5·1·3 / Blank (+1)
Roll[3]=🎲 6·3·1 / Blank (+1)
DamageTarget PASS: 125->124 / 히후미/HEAD"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.preparation.engrave_bone","스킬 완전 시나리오: 뼈에 새긴다","Preparation","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=1, Effects=0","Resource PASS: Energy 3->2, Prestige 100->100
Roll[0]=🎲 0"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.preparation.give_flesh","스킬 완전 시나리오: 살은 내주지","Preparation","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=1, Effects=0","Resource PASS: Energy 3->2, Prestige 100->100
Roll[0]=🎲 0"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.preparation.fold_hand","스킬 완전 시나리오: 이 판 접지","Preparation","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=1, Effects=0","Resource PASS: Energy 3->3, Prestige 100->100
Roll[0]=🎲 0
Precondition: 이 판 접지 Bone=150"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.preparation.poker_face","스킬 완전 시나리오: 포커페이스","Preparation","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=1, Effects=0","Resource PASS: Energy 3->2, Prestige 100->100
Roll[0]=🎲 0"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.prestige.gambler_move","스킬 완전 시나리오: 도박수","Prestige","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=1, Effects=0","Resource PASS: Energy 3->3, Prestige 100->50
Roll[0]=🎲 0
Precondition: 도박수 Bone=250"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.prestige.trick","스킬 완전 시나리오: 속임수","Prestige","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=1, Effects=0","Resource PASS: Energy 3->3, Prestige 100->35
Roll[0]=🎲 0"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","coverage.skill.hifumi.prestige.all_in","스킬 완전 시나리오: 올인","Prestige","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=1, Effects=0","Resource PASS: Energy 3->3, Prestige 100->50
Roll[0]=🎲 0
AllIn: random Blank 정상 no-op 허용 / 결정론적 계약은 hifumi.prestige.contracts에서 별도 검증"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","generic.data.core_references","Core 데이터 참조","Data","DataOnly","Pass","필수 Core 참조가 모두 연결됨","Bundle/Data/Loadout/Prefab 연결 정상",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","generic.data.prefab_compatibility","Prefab·Bundle 호환성","Data","DataOnly","Pass","Bundle Kind와 표준 Prefab Component가 호환됨","Hifumi 호환 정상",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","generic.data.loadout_integrity","스킬 장착·슬롯 노출","Data","DataOnly","Pass","카테고리 한도·타입·슬롯 노출 정상","일반 2, 결투 3, 도사림 3, 위세 1",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","generic.data.skill_definitions","SkillDefinition 무결성","Data","DataOnly","Pass","모든 SkillDefinition ID와 Runtime 생성 정상","12개 스킬 정상",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","generic.presentation.timeline_and_animator","Timeline·Animator 연결","Presentation","DataOnly","Pass","Animator·Presentation·Timeline 연결 정상","Presentation 검증 통과",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","generic.runtime.initialization","격리 런타임 초기화","Boundary","IsolatedRuntime","Pass","Isolated BattleContext 초기화와 메커닉 구독 성공","히후미 / Initialized=True / HP=500/500 / Block=0 / Prestige=0 / Resources=Energy:3 / Parts=[HEAD 125/125 Normal, LEFT_HAND 125/125 Normal, RIGHT_HAND 125/125 Normal, LEGS 125/125 Normal]",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","generic.runtime.body_parts","부위 런타임 상태","Status","IsolatedRuntime","Pass","부위 Owner·HP·타입·초기 상태 정상","4개 부위 정상",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","generic.runtime.skill_binding","런타임 스킬 바인딩","Data","IsolatedRuntime","Pass","모든 장착 스킬 생성 및 RuntimeSkill ID 중복 없음","12개 RuntimeSkill / 12개 고유 SkillId",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","generic.runtime.deterministic_random","결정론적 굴림 재현","Boundary","IsolatedRuntime","Pass","동일 Seed·Sample은 동일 RollResult","🎲 6 + 6",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","core3.data.verification_manifest","Core 3 전체 검증 Case 폐쇄성","Data","DataOnly","Pass","Core 3 공통/고유/스킬별 Case가 모두 존재","Expected=41, Actual=41, Skills=12",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","core3.data.skill_manifest","Core 3 스킬 수·ID 완전성","Data","DataOnly","Pass","스킬 12개·고유 ID·RuntimeSkill 생성","Definitions=12, UniqueIds=12, Expected=12",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","core3.data.phase_contract","스킬 타입 ↔ 실행 페이즈 계약","Boundary","DataOnly","Pass","Prestige=PRETURN / Preparation=FORESIGHT / Normal·Duel=COMBAT","12개 스킬 일치",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","core3.runtime.bodypart_skill_access","부위별 스킬 접근 계약","Boundary","IsolatedRuntime","Pass","HEAD 전체 / 양팔 일반·결투 / LEGS 도사림","Policy + GetSelectableSkills 일치",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","core3.runtime.shared_bodypart_speed","동일 부위 다중 슬롯 공유 속도","Boundary","IsolatedRuntime","Pass","동일 BodyPart의 모든 ActionIndex는 같은 Speed","Part=HEAD, ConfigurePreserved=True, 10=>True, 13=>True, Final=13/13",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","core3.runtime.preparation_plan_cancel","도사림 계획·에너지 예약·취소","Preparation","IsolatedRuntime","Pass","START 전 계획만 등록·취소 가능·FORESIGHT 큐 실행","Skill=포커페이스, Part=LEGS, Add/Remove/ReAdd=True/True/True, Energy=3->3->3, Reserved=1->0, QueuePreparation=1",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","core3.runtime.preparation_replace","도사림 동일 슬롯 교체 계약","Preparation","IsolatedRuntime","Pass","도사림 교체는 동일 ActionSlot 수정 / 최종 예약만 유지","포커페이스->뼈에 새긴다, Slots=1, ActionId=1->1, Reserved=1/1, Energy=3->3",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","core3.runtime.unique_gauge","캐릭터 고유 게이지 계약","UI","IsolatedRuntime","Pass","고유 게이지 뼈 / 0..1 / 표시값","Label=뼈, Normalized=0, Value=0/500",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","hifumi.data.skill_coverage","히후미 정의 스킬 12종 등록","Data","DataOnly","Pass","히후미 정의 SkillId 12/12","12/12 등록",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","hifumi.data.skill_contracts","히후미 스킬 수치 계약","Data","DataOnly","Pass","공격 5종 수치 + 위세 임계 50/50/65","모든 계약 일치",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","hifumi.passive.mechanic_registration","히후미 통합 메커닉 등록","Passive","IsolatedRuntime","Pass","HifumiMechanic 등록 + 4부위 총 HP 500","Registered / HP=500",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","hifumi.passive.bone_damage_rules","뼈 획득·짓눌림·포커페이스","Passive","IsolatedRuntime","Pass","21피해→뼈21 / 짓눌림 11피해·뼈22 / 포커 20피해·뼈24","21/21 · 11/22 · 20/24",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","hifumi.skill.action_costs","과감한 판단·무모한 베팅 뼈 비용","NormalAttack","IsolatedRuntime","Pass","과감 100→60 / 부족20→40 / 무모80→40 / 부족60→160","60/40/40/160",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","hifumi.duel.counter_contracts","육참·골단 반격/만개 계약","Duel","IsolatedRuntime","Pass","반격 게이트·구간·만개 계약 전체","PASS",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","hifumi.duel.goldan_power","골단 뼈 구간 위력","Duel","IsolatedRuntime","Pass","골단 350뼈: Base20 + 친치로보정1 + 구간3×4 = 33","33",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","hifumi.prestige.contracts","히후미 위세 3형 계약","Prestige","IsolatedRuntime","Pass","도박수/올인/속임수 계약","PASS",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","hifumi.ui.bone_gauge","히후미 뼈 World Gauge","UI","IsolatedRuntime","Pass","뼈 250=0.5 / 500=1.0·만개","PASS",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","generic.live.scene_binding@Hifumi_MixedBattle","실전 Scene UI·전투 연결 · Hifumi_MixedBattle","UI","LiveScene","Pass","실전 Roster 캐릭터와 전투 연결 정상","PLAYER · 히후미 / 12개 스킬",""
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","live.autobattle.full_match@Hifumi_MixedBattle","실전 스모크 전투 · Hifumi_MixedBattle","Boundary","LiveScene","Pass","실제 Roster에 참가한 Character가 승률 자동계획 전투를 정상 종료하거나 검증용 5턴 구간을 완주","실전 스모크 구간 정상 완료 · 5턴","Outcome=TURN_BUDGET_COMPLETE
Turns=5
AnalysisTurnBudgetReached=True
BlockedDamageAttempts=10
MaxConsecutiveNoStateProgressTurns=0
WinRatePlanAttempts=5
SuccessfulWinRatePlans=5
FallbackPlanCount=0
PlannedActionCount=20
PlayerSkillUsage=4/12
UsedPlayerSkills=뼈에 새긴다<hifumi.preparation.engrave_bone>, 육참(肉斬)<hifumi.duel.yukcham>, 푼돈 걸기<hifumi.normal.small_change>, 골단(骨斷)<hifumi.duel.goldan>
ObservedParticipantSkills=정예 몹:전투 태세(도사림)<356e72e97ac84a3a8757d1a188237f43>, 히후미:뼈에 새긴다<hifumi.preparation.engrave_bone>, 정예 몹:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>, 히후미:육참(肉斬)<hifumi.duel.yukcham>, 정예 몹:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>, 히후미:푼돈 걸기<hifumi.normal.small_change>, 훈련용 일반 적:달려들기<test_normal_lunge>, 히후미:골단(骨斷)<hifumi.duel.goldan>
RuntimeErrors=0
RuntimeWarnings=27
CriticalInvariants=0
RequestedTimeScale=30
ElapsedMilliseconds=46578
Participants=히후미, 정예 몹, 훈련용 일반 적
WarningSamples=Warning: [VFX VALIDATION] Prefab 누락 / Definition=Burn_Tick_VFX @ UnityEngine.Debug:LogWarning (object,UnityEngine.Object) || Warning: [VFX VALIDATION] Prefab 누락 / Definition=Olaf_Duel_BloodSplash_VFX @ UnityEngine.Debug:LogWarning (object,UnityEngine.Object)"
"PLAYABLE/CHARACTER","Hifumi","히후미","히후미_Verification","live.autobattle.character_skill_observation@Hifumi_MixedBattle","실전 Character 스킬 실행 관찰 · Hifumi_MixedBattle","Boundary","LiveScene","Pass","플레이어/적 구분 없이 해당 Character가 실제 ActionStart를 최소 1회 발생","4개 고유 Skill ActionStart 관찰","Observed=히후미:뼈에 새긴다<hifumi.preparation.engrave_bone>, 히후미:육참(肉斬)<hifumi.duel.yukcham>, 히후미:푼돈 걸기<hifumi.normal.small_change>, 히후미:골단(骨斷)<hifumi.duel.goldan>
모든 후보 스킬의 개별 계약은 Isolated skill coverage가 담당하고, 이 Case는 실제 CameraTest AI/행동 파이프라인에서 캐릭터가 행동했는지를 검증합니다."
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","coverage.manifest.closed_world","완전 커버리지 명세 폐쇄성","Data","DataOnly","Pass","모든 기능이 폐쇄형 검증 카탈로그에 등록됨","PASS / Skills=4, Effects=7","Skills=4
Effects=7
RequiredMechanics=EliteEnemyMechanic, EnemyPostureMechanic"
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","coverage.mechanics.forced_scenarios","패시브·메커닉 강제 시나리오","Passive","IsolatedRuntime","Pass","모든 필수 패시브 메커닉의 강제 이벤트 시나리오 통과","PASS / Mechanics=3","Elite 합 승리 +10/혈상1, 자가 약화 +15, 파괴 +25 PASS
EnemyPosture Normal→Crouching→Offensive→Normal PASS"
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","coverage.skill.5a239ec7d4944c458ac5329511091871","스킬 완전 시나리오: 정예병의 참격(일반공격)","NormalAttack","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=3, Effects=1","Resource PASS: Energy 3->3, Prestige 100->100
Roll[0]=🎲 4
Roll[1]=🎲 4
Roll[2]=🎲 4
DamageTarget PASS: 50->49 / 정예 몹/HEAD
Effect PASS: AddBodyPartStatusEffect / Timing=OnExecute / Target=정예 몹"
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","coverage.skill.5fb3b00e68684389a86c92f3e0345061","스킬 완전 시나리오: 정예병의 압박(결투)","Duel","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=3, Effects=1","Resource PASS: Energy 3->2, Prestige 100->100
Roll[0]=🎲 11
Roll[1]=🎲 10
Roll[2]=🎲 9
DamageTarget PASS: 50->49 / 정예 몹/HEAD
Effect PASS: AddBodyPartStatusEffect / Timing=OnExecute / Target=정예 몹"
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","coverage.skill.356e72e97ac84a3a8757d1a188237f43","스킬 완전 시나리오: 전투 태세(도사림)","Preparation","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=3, Effects=3","Resource PASS: Energy 3->2, Prestige 100->100
Roll[0]=🎲 0
Roll[1]=🎲 0
Roll[2]=🎲 0
Effect PASS: AddBodyPartStatusEffect / Timing=OnExecute / Target=정예 몹
Effect PASS: AddBodyPartStatusEffect / Timing=OnExecute / Target=정예 몹
Effect PASS: PreparationFlatSetupEffect / Timing=OnExecute / Target=정예 몹"
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","coverage.skill.c09f804f95004e70a9864e0d02ae4509","스킬 완전 시나리오: 처형자의 일격(위세)","Prestige","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=3, Effects=2","Resource PASS: Energy 3->3, Prestige 100->0
Roll[0]=🎲 20
Roll[1]=🎲 19
Roll[2]=🎲 18
Effect PASS: ApplyRolledPartDamageEffect / Timing=OnExecute / Target=정예 몹
Effect PASS: AddBodyPartStatusEffect / Timing=OnExecute / Target=정예 몹"
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.data.core_references","Core 데이터 참조","Data","DataOnly","Pass","필수 Core 참조가 모두 연결됨","Bundle/Data/Loadout/Prefab 연결 정상",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.data.prefab_compatibility","Prefab·Bundle 호환성","Data","DataOnly","Pass","Bundle Kind와 표준 Prefab Component가 호환됨","EliteEnemy 호환 정상",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.data.loadout_integrity","스킬 장착·슬롯 노출","Data","DataOnly","Pass","카테고리 한도·타입·슬롯 노출 정상","일반 1, 결투 1, 도사림 1, 위세 1",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.data.skill_definitions","SkillDefinition 무결성","Data","DataOnly","Pass","모든 SkillDefinition ID와 Runtime 생성 정상","4개 스킬 정상",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.presentation.timeline_and_animator","Timeline·Animator 연결","Presentation","DataOnly","Pass","Animator·Presentation·Timeline 연결 정상","Presentation 검증 통과",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.runtime.initialization","격리 런타임 초기화","Boundary","IsolatedRuntime","Pass","Isolated BattleContext 초기화와 메커닉 구독 성공","정예 몹 / Initialized=True / HP=200/200 / Block=0 / Prestige=0 / Resources=Energy:3 / Parts=[HEAD 50/50 Normal, LEFT_HAND 50/50 Normal, RIGHT_HAND 50/50 Normal, LEGS 50/50 Normal]",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.runtime.body_parts","부위 런타임 상태","Status","IsolatedRuntime","Pass","부위 Owner·HP·타입·초기 상태 정상","4개 부위 정상",""
